,0
524,0.0
525,0.6399999999999999
526,0.0
527,0.0
528,0.0
529,0.0
530,0.748
531,0.856
532,0.0
533,0.586
534,0.0
535,0.82
536,0.0
537,0.0
538,0.17199999999999993
539,0.0
540,0.604
541,0.0
542,0.0
543,0.33399999999999996
544,0.82
545,0.784
546,0.802
547,0.0
548,0.0
549,0.622
550,0.874
551,0.0
552,0.748
553,0.0
554,0.0
555,0.0
556,0.44199999999999995
557,0.33399999999999996
558,0.6399999999999999
559,0.0
560,0.0
561,0.55
562,0.622
563,0.0
564,0.748
565,0.352
566,0.3879999999999999
567,0.694
568,0.4059999999999999
569,0.622
570,0.2799999999999999
571,0.856
572,0.838
573,0.856
574,0.73
575,0.748
576,0.6399999999999999
577,0.0
578,0.0
579,0.856
580,0.0
581,0.22599999999999998
582,0.622
583,0.0
584,0.6759999999999999
585,0.694
586,0.0
587,0.136
588,0.82
589,0.0
590,0.33399999999999996
591,0.622
592,0.0
593,0.20799999999999996
594,0.44199999999999995
595,0.0
596,0.514
597,0.712
598,0.838
599,0.3879999999999999
600,0.6759999999999999
601,0.0
602,0.6399999999999999
603,0.0
604,0.694
605,0.42399999999999993
606,0.0
607,0.0
608,0.82
609,0.0
610,0.55
611,0.0
612,0.0
613,0.856
614,0.0
615,0.37
616,0.6759999999999999
617,0.0
618,0.0
619,0.838
620,0.22599999999999998
621,0.4959999999999999
622,0.0
623,0.136
624,0.0
625,0.838
626,0.0
627,0.0
628,0.0
629,0.532
630,0.5680000000000001
631,0.856
632,0.5680000000000001
633,0.0
634,0.712
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.838
641,0.15400000000000003
642,0.15400000000000003
643,0.3879999999999999
644,0.0
645,0.0
646,0.0
647,0.0
648,0.18999999999999995
649,0.0
650,0.0
651,0.766
652,0.0
653,0.0
654,0.622
655,0.0
656,0.262
657,0.55
658,0.478
659,0.748
660,0.784
661,0.0
662,0.4059999999999999
663,0.118
664,0.29799999999999993
665,0.604
666,0.0
667,0.0
668,0.42399999999999993
669,0.0
670,0.838
671,0.838
672,0.6579999999999999
673,0.766
674,0.0
675,0.0
676,0.856
677,0.802
678,0.4059999999999999
679,0.0
680,0.6399999999999999
681,0.838
682,0.6759999999999999
683,0.4059999999999999
684,0.874
685,0.0
686,0.0
687,0.0
688,0.0
689,0.478
690,0.0
691,0.0
692,0.29799999999999993
693,0.6759999999999999
694,0.766
695,0.0
696,0.118
697,0.6579999999999999
698,0.0
699,0.784
700,0.802
701,0.604
702,0.0
703,0.82
704,0.15400000000000003
705,0.874
706,0.0
707,0.0
708,0.0
709,0.604
710,0.0
711,0.0
712,0.0
713,0.0
714,0.244
715,0.6759999999999999
716,0.0
717,0.874
718,0.874
719,0.514
720,0.31599999999999995
721,0.604
722,0.0
723,0.0
724,0.766
725,0.0
726,0.6759999999999999
727,0.3879999999999999
728,0.33399999999999996
729,0.4959999999999999
730,0.0
731,0.802
732,0.0
733,0.838
734,0.802
735,0.22599999999999998
736,0.3879999999999999
737,0.44199999999999995
738,0.802
739,0.0
740,0.22599999999999998
741,0.838
742,0.82
743,0.0
744,0.6759999999999999
745,0.18999999999999995
746,0.82
747,0.0
748,0.82
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.802
757,0.0
758,0.694
759,0.4059999999999999
760,0.0
761,0.17199999999999993
762,0.5680000000000001
763,0.0
764,0.0
765,0.0
766,0.712
767,0.0
768,0.0
769,0.42399999999999993
770,0.712
771,0.0
772,0.17199999999999993
773,0.766
774,0.82
775,0.15400000000000003
776,0.22599999999999998
777,0.874
778,0.6399999999999999
779,0.73
780,0.0
781,0.0
782,0.694
783,0.0
784,0.622
785,0.0
786,0.0
787,0.712
788,0.0
789,0.0
790,0.42399999999999993
791,0.712
792,0.0
793,0.0
794,0.0
795,0.0
796,0.784
797,0.604
798,0.5680000000000001
799,0.0
800,0.748
801,0.856
802,0.0
803,0.802
804,0.0
805,0.0
806,0.0
807,0.856
808,0.0
809,0.17199999999999993
810,0.874
811,0.694
812,0.0
813,0.532
814,0.244
815,0.136
816,0.29799999999999993
817,0.0
818,0.0
819,0.0
820,0.73
821,0.45999999999999996
822,0.748
823,0.478
824,0.18999999999999995
825,0.856
826,0.44199999999999995
827,0.0
828,0.748
829,0.0
830,0.0
831,0.0
832,0.838
833,0.0
834,0.694
835,0.0
836,0.694
837,0.17199999999999993
838,0.0
839,0.42399999999999993
840,0.0
841,0.0
842,0.3879999999999999
843,0.0
844,0.0
845,0.802
846,0.118
847,0.6759999999999999
848,0.18999999999999995
849,0.29799999999999993
850,0.0
851,0.6399999999999999
852,0.15400000000000003
853,0.29799999999999993
854,0.532
855,0.0
856,0.6399999999999999
857,0.6579999999999999
858,0.874
859,0.262
860,0.0
861,0.622
862,0.838
863,0.0
864,0.748
865,0.136
866,0.0
867,0.4959999999999999
868,0.82
869,0.0
870,0.6579999999999999
871,0.802
872,0.82
873,0.6759999999999999
874,0.0
875,0.0
876,0.0
877,0.6579999999999999
878,0.0
879,0.0
880,0.766
881,0.0
882,0.838
883,0.748
884,0.0
885,0.0
886,0.0
887,0.0
888,0.82
889,0.4959999999999999
890,0.0
891,0.0
892,0.0
893,0.712
894,0.784
895,0.0
896,0.0
897,0.45999999999999996
898,0.0
899,0.784
900,0.0
901,0.766
902,0.0
903,0.4059999999999999
904,0.17199999999999993
905,0.22599999999999998
906,0.0
907,0.0
908,0.784
909,0.0
910,0.0
911,0.766
912,0.6399999999999999
913,0.856
914,0.0
915,0.0
916,0.784
917,0.478
918,0.0
919,0.766
920,0.6399999999999999
921,0.55
922,0.0
923,0.622
924,0.4959999999999999
925,0.0
926,0.0
927,0.766
928,0.838
929,0.0
930,0.856
931,0.748
932,0.0
933,0.0
934,0.20799999999999996
935,0.0
936,0.0
937,0.5680000000000001
938,0.0
939,0.0
940,0.604
941,0.0
942,0.73
943,0.478
944,0.0
945,0.0
946,0.0
947,0.0
948,0.42399999999999993
949,0.33399999999999996
950,0.0
951,0.0
952,0.4059999999999999
953,0.856
954,0.55
955,0.0
956,0.856
957,0.748
958,0.0
959,0.6759999999999999
960,0.0
961,0.44199999999999995
962,0.0
963,0.73
964,0.0
965,0.874
966,0.0
967,0.0
968,0.0
969,0.4059999999999999
970,0.784
971,0.5680000000000001
972,0.352
973,0.784
974,0.856
975,0.136
976,0.3879999999999999
977,0.3879999999999999
978,0.2799999999999999
979,0.0
980,0.586
981,0.0
982,0.0
983,0.0
984,0.118
985,0.0
986,0.6399999999999999
987,0.802
988,0.622
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.784
995,0.748
996,0.0
997,0.29799999999999993
998,0.5680000000000001
999,0.0
1000,0.694
1001,0.0
1002,0.20799999999999996
1003,0.694
1004,0.0
1005,0.3879999999999999
1006,0.0
1007,0.748
1008,0.712
1009,0.0
1010,0.622
1011,0.0
1012,0.0
1013,0.586
1014,0.766
1015,0.136
1016,0.0
1017,0.856
1018,0.0
1019,0.31599999999999995
1020,0.784
1021,0.802
1022,0.0
1023,0.712
1024,0.784
1025,0.0
1026,0.33399999999999996
1027,0.244
1028,0.31599999999999995
1029,0.82
1030,0.15400000000000003
1031,0.0
1032,0.22599999999999998
1033,0.20799999999999996
1034,0.0
1035,0.0
1036,0.82
1037,0.0
1038,0.6579999999999999
1039,0.0
1040,0.0
1041,0.478
1042,0.0
1043,0.82
1044,0.766
1045,0.0
1046,0.766
1047,0.352
1048,0.136
1049,0.0
1050,0.622
1051,0.5680000000000001
1052,0.29799999999999993
1053,0.766
1054,0.712
1055,0.0
1056,0.784
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.37
1062,0.0
1063,0.0
1064,0.0
1065,0.82
1066,0.0
1067,0.478
1068,0.45999999999999996
1069,0.0
1070,0.0
1071,0.2799999999999999
1072,0.748
1073,0.694
1074,0.0
1075,0.712
1076,0.0
1077,0.0
1078,0.0
1079,0.37
1080,0.514
1081,0.694
1082,0.73
1083,0.0
1084,0.856
1085,0.0
1086,0.838
1087,0.4059999999999999
1088,0.18999999999999995
1089,0.0
1090,0.0
1091,0.0
1092,0.82
1093,0.0
1094,0.6759999999999999
1095,0.514
1096,0.748
1097,0.42399999999999993
1098,0.766
1099,0.874
1100,0.874
1101,0.0
1102,0.766
1103,0.0
1104,0.352
1105,0.0
1106,0.42399999999999993
1107,0.0
1108,0.20799999999999996
1109,0.0
1110,0.604
1111,0.0
1112,0.0
1113,0.838
1114,0.42399999999999993
1115,0.0
1116,0.0
1117,0.856
1118,0.4959999999999999
1119,0.73
1120,0.0
1121,0.856
1122,0.33399999999999996
1123,0.0
1124,0.73
1125,0.874
1126,0.5680000000000001
1127,0.3879999999999999
1128,0.0
1129,0.838
1130,0.5680000000000001
1131,0.31599999999999995
1132,0.478
1133,0.0
1134,0.874
1135,0.37
1136,0.0
1137,0.478
1138,0.0
1139,0.4959999999999999
1140,0.838
1141,0.22599999999999998
1142,0.478
1143,0.0
1144,0.0
1145,0.874
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.18999999999999995
1151,0.604
1152,0.0
1153,0.748
1154,0.18999999999999995
1155,0.748
1156,0.838
1157,0.0
1158,0.694
1159,0.874
1160,0.874
1161,0.0
1162,0.0
1163,0.6399999999999999
1164,0.4059999999999999
1165,0.6399999999999999
1166,0.694
1167,0.0
1168,0.766
1169,0.44199999999999995
1170,0.0
1171,0.514
1172,0.0
1173,0.874
1174,0.37
1175,0.73
1176,0.0
1177,0.5680000000000001
1178,0.2799999999999999
1179,0.0
1180,0.22599999999999998
1181,0.0
1182,0.0
1183,0.29799999999999993
1184,0.0
1185,0.0
1186,0.136
1187,0.784
1188,0.73
1189,0.2799999999999999
1190,0.136
1191,0.44199999999999995
1192,0.33399999999999996
1193,0.0
1194,0.784
1195,0.0
1196,0.0
1197,0.838
1198,0.0
1199,0.29799999999999993
1200,0.766
1201,0.82
1202,0.694
1203,0.262
1204,0.33399999999999996
1205,0.4959999999999999
1206,0.0
1207,0.0
1208,0.44199999999999995
1209,0.874
1210,0.18999999999999995
1211,0.838
1212,0.856
1213,0.0
1214,0.766
1215,0.6759999999999999
1216,0.0
1217,0.856
1218,0.0
1219,0.4059999999999999
1220,0.2799999999999999
1221,0.82
1222,0.45999999999999996
1223,0.0
1224,0.82
1225,0.604
1226,0.478
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.874
1232,0.0
1233,0.0
1234,0.838
1235,0.856
1236,0.0
1237,0.0
1238,0.31599999999999995
1239,0.0
1240,0.31599999999999995
1241,0.0
1242,0.784
1243,0.37
1244,0.0
1245,0.136
1246,0.784
1247,0.6579999999999999
1248,0.0
1249,0.5680000000000001
1250,0.4959999999999999
1251,0.0
1252,0.55
1253,0.0
1254,0.0
1255,0.4959999999999999
1256,0.0
1257,0.82
1258,0.0
1259,0.784
1260,0.3879999999999999
1261,0.0
1262,0.6579999999999999
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.73
1268,0.31599999999999995
1269,0.766
1270,0.748
1271,0.4959999999999999
1272,0.0
1273,0.0
1274,0.874
1275,0.4959999999999999
1276,0.856
1277,0.0
1278,0.82
1279,0.0
1280,0.748
1281,0.3879999999999999
1282,0.0
1283,0.244
1284,0.262
1285,0.0
1286,0.0
1287,0.118
1288,0.694
1289,0.802
1290,0.766
1291,0.478
1292,0.0
1293,0.0
1294,0.802
1295,0.838
1296,0.766
1297,0.6579999999999999
1298,0.118
1299,0.0
1300,0.352
1301,0.766
1302,0.0
1303,0.478
1304,0.2799999999999999
1305,0.0
1306,0.5680000000000001
1307,0.6759999999999999
1308,0.856
1309,0.856
1310,0.0
1311,0.532
1312,0.784
1313,0.784
1314,0.6399999999999999
1315,0.0
1316,0.712
1317,0.748
1318,0.0
1319,0.622
1320,0.118
1321,0.0
1322,0.856
1323,0.622
1324,0.0
1325,0.712
1326,0.514
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.09999999999999998
1332,0.0
1333,0.262
1334,0.262
1335,0.31599999999999995
1336,0.748
1337,0.0
1338,0.622
1339,0.262
1340,0.118
1341,0.784
1342,0.0
1343,0.0
1344,0.20799999999999996
1345,0.15400000000000003
1346,0.586
1347,0.0
1348,0.20799999999999996
1349,0.712
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.856
1355,0.5680000000000001
1356,0.0
1357,0.5680000000000001
1358,0.694
1359,0.802
1360,0.0
1361,0.856
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.44199999999999995
1367,0.0
1368,0.856
1369,0.0
1370,0.0
1371,0.6759999999999999
1372,0.0
1373,0.4059999999999999
1374,0.6759999999999999
1375,0.586
1376,0.0
1377,0.712
1378,0.532
1379,0.0
1380,0.838
1381,0.09999999999999998
1382,0.0
1383,0.82
1384,0.802
1385,0.604
1386,0.0
1387,0.0
1388,0.0
1389,0.604
1390,0.0
1391,0.0
1392,0.0
1393,0.604
1394,0.82
1395,0.45999999999999996
1396,0.29799999999999993
1397,0.0
1398,0.262
1399,0.4059999999999999
1400,0.0
1401,0.0
1402,0.6579999999999999
1403,0.55
1404,0.45999999999999996
1405,0.0
1406,0.874
1407,0.0
1408,0.31599999999999995
1409,0.748
1410,0.37
1411,0.42399999999999993
1412,0.22599999999999998
1413,0.0
1414,0.0
1415,0.0
1416,0.18999999999999995
1417,0.73
1418,0.0
1419,0.6399999999999999
1420,0.766
1421,0.37
1422,0.44199999999999995
1423,0.838
1424,0.5680000000000001
1425,0.0
1426,0.5680000000000001
1427,0.856
1428,0.766
1429,0.6579999999999999
1430,0.0
1431,0.42399999999999993
1432,0.856
1433,0.6399999999999999
1434,0.0
1435,0.6579999999999999
1436,0.856
1437,0.0
1438,0.0
1439,0.874
1440,0.748
1441,0.0
1442,0.82
1443,0.0
1444,0.0
1445,0.6579999999999999
1446,0.17199999999999993
1447,0.0
1448,0.0
1449,0.0
1450,0.6759999999999999
1451,0.0
1452,0.2799999999999999
1453,0.0
1454,0.874
1455,0.0
1456,0.802
1457,0.0
1458,0.478
1459,0.838
1460,0.856
1461,0.874
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.766
1468,0.766
1469,0.0
1470,0.838
1471,0.694
1472,0.6759999999999999
1473,0.09999999999999998
1474,0.0
1475,0.0
1476,0.44199999999999995
1477,0.33399999999999996
1478,0.874
1479,0.5680000000000001
1480,0.0
1481,0.0
1482,0.82
1483,0.0
1484,0.0
1485,0.0
1486,0.82
1487,0.0
1488,0.0
1489,0.4059999999999999
1490,0.0
1491,0.118
1492,0.748
1493,0.18999999999999995
1494,0.874
1495,0.37
1496,0.0
1497,0.0
1498,0.29799999999999993
1499,0.0
1500,0.0
1501,0.3879999999999999
1502,0.73
1503,0.0
1504,0.604
1505,0.0
1506,0.31599999999999995
1507,0.748
1508,0.0
1509,0.0
1510,0.0
1511,0.136
1512,0.0
1513,0.0
1514,0.4059999999999999
1515,0.0
1516,0.0
1517,0.33399999999999996
1518,0.0
1519,0.33399999999999996
1520,0.0
1521,0.33399999999999996
1522,0.0
1523,0.44199999999999995
1524,0.0
1525,0.15400000000000003
1526,0.15400000000000003
1527,0.0
1528,0.33399999999999996
1529,0.0
1530,0.874
1531,0.694
1532,0.622
1533,0.73
1534,0.856
1535,0.802
1536,0.82
1537,0.784
1538,0.0
1539,0.352
1540,0.0
1541,0.478
1542,0.0
1543,0.0
1544,0.352
1545,0.0
1546,0.244
1547,0.0
1548,0.478
1549,0.0
1550,0.0
1551,0.604
1552,0.586
1553,0.55
1554,0.0
1555,0.118
1556,0.0
1557,0.6399999999999999
1558,0.622
1559,0.29799999999999993
1560,0.604
1561,0.622
1562,0.0
1563,0.586
1564,0.4959999999999999
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.244
1570,0.622
1571,0.874
1572,0.0
1573,0.0
1574,0.0
1575,0.82
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.6579999999999999
1581,0.42399999999999993
1582,0.6759999999999999
1583,0.838
1584,0.0
1585,0.0
1586,0.18999999999999995
1587,0.784
1588,0.0
1589,0.0
1590,0.748
1591,0.0
1592,0.0
1593,0.0
1594,0.73
1595,0.532
1596,0.856
1597,0.802
1598,0.42399999999999993
1599,0.0
1600,0.0
1601,0.532
1602,0.514
1603,0.0
1604,0.856
1605,0.37
1606,0.6759999999999999
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.478
1612,0.856
1613,0.766
1614,0.784
1615,0.0
1616,0.766
1617,0.0
1618,0.802
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.874
1624,0.532
1625,0.0
1626,0.0
1627,0.0
1628,0.22599999999999998
1629,0.694
1630,0.0
1631,0.73
1632,0.0
1633,0.0
1634,0.0
1635,0.6399999999999999
1636,0.0
1637,0.3879999999999999
1638,0.20799999999999996
1639,0.82
1640,0.0
1641,0.0
1642,0.694
1643,0.0
1644,0.712
1645,0.622
1646,0.45999999999999996
1647,0.6399999999999999
1648,0.838
1649,0.31599999999999995
1650,0.42399999999999993
1651,0.0
1652,0.0
1653,0.0
1654,0.09999999999999998
1655,0.0
1656,0.748
1657,0.6579999999999999
1658,0.856
1659,0.0
1660,0.5680000000000001
1661,0.352
1662,0.0
1663,0.622
1664,0.712
1665,0.694
1666,0.712
1667,0.31599999999999995
1668,0.838
1669,0.856
1670,0.0
1671,0.2799999999999999
1672,0.0
1673,0.694
1674,0.5680000000000001
1675,0.22599999999999998
1676,0.0
1677,0.0
1678,0.802
1679,0.622
1680,0.514
1681,0.0
1682,0.748
1683,0.0
1684,0.856
1685,0.82
1686,0.0
1687,0.766
1688,0.31599999999999995
1689,0.33399999999999996
1690,0.0
1691,0.766
1692,0.0
1693,0.0
1694,0.0
1695,0.784
1696,0.874
1697,0.784
1698,0.0
1699,0.0
1700,0.0
1701,0.622
1702,0.0
1703,0.73
1704,0.0
1705,0.0
1706,0.29799999999999993
1707,0.0
1708,0.0
1709,0.856
1710,0.0
1711,0.0
1712,0.0
1713,0.586
1714,0.0
1715,0.20799999999999996
1716,0.0
1717,0.0
1718,0.73
1719,0.33399999999999996
1720,0.82
1721,0.766
1722,0.838
1723,0.0
1724,0.6399999999999999
1725,0.4059999999999999
1726,0.82
1727,0.0
1728,0.20799999999999996
1729,0.712
1730,0.3879999999999999
1731,0.0
1732,0.802
1733,0.0
1734,0.0
1735,0.0
1736,0.532
1737,0.82
1738,0.0
1739,0.802
1740,0.0
1741,0.0
1742,0.0
1743,0.514
1744,0.55
1745,0.73
1746,0.0
1747,0.766
1748,0.0
1749,0.0
1750,0.55
1751,0.244
1752,0.874
1753,0.33399999999999996
1754,0.0
1755,0.784
1756,0.0
1757,0.20799999999999996
1758,0.694
1759,0.0
1760,0.856
1761,0.6579999999999999
1762,0.856
1763,0.0
1764,0.0
1765,0.748
1766,0.262
1767,0.0
1768,0.0
1769,0.73
1770,0.856
1771,0.0
1772,0.17199999999999993
1773,0.22599999999999998
1774,0.31599999999999995
1775,0.4959999999999999
1776,0.0
1777,0.0
1778,0.0
1779,0.136
1780,0.586
1781,0.0
1782,0.784
1783,0.0
1784,0.802
1785,0.838
1786,0.0
1787,0.3879999999999999
1788,0.0
1789,0.244
1790,0.73
1791,0.0
1792,0.6759999999999999
1793,0.0
1794,0.712
1795,0.622
1796,0.838
1797,0.0
1798,0.0
1799,0.6759999999999999
1800,0.4059999999999999
1801,0.856
1802,0.0
1803,0.514
1804,0.0
1805,0.82
1806,0.0
1807,0.09999999999999998
1808,0.0
1809,0.6399999999999999
1810,0.0
1811,0.09999999999999998
1812,0.784
1813,0.0
1814,0.22599999999999998
1815,0.82
1816,0.73
1817,0.784
1818,0.532
1819,0.0
1820,0.0
1821,0.45999999999999996
1822,0.0
1823,0.0
1824,0.0
1825,0.6399999999999999
1826,0.0
1827,0.6399999999999999
1828,0.856
1829,0.29799999999999993
1830,0.0
1831,0.0
1832,0.0
1833,0.15400000000000003
1834,0.0
1835,0.0
1836,0.6579999999999999
1837,0.17199999999999993
1838,0.694
1839,0.29799999999999993
1840,0.0
1841,0.0
1842,0.622
1843,0.478
1844,0.766
1845,0.514
1846,0.856
1847,0.45999999999999996
1848,0.0
1849,0.4959999999999999
1850,0.0
1851,0.262
1852,0.478
1853,0.712
1854,0.838
1855,0.29799999999999993
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.6759999999999999
1862,0.37
1863,0.0
1864,0.33399999999999996
1865,0.0
1866,0.0
1867,0.0
1868,0.838
1869,0.0
1870,0.874
1871,0.0
1872,0.31599999999999995
1873,0.694
1874,0.0
1875,0.0
1876,0.712
1877,0.586
1878,0.262
1879,0.874
1880,0.244
1881,0.0
1882,0.55
1883,0.0
1884,0.09999999999999998
1885,0.42399999999999993
1886,0.18999999999999995
1887,0.0
1888,0.22599999999999998
1889,0.44199999999999995
1890,0.0
1891,0.802
1892,0.0
